KD_KPP,NAMA_KANTOR,NAMA_KANWIL,WP_BENDAHARA,WP_BADAN,WP_OP_KARYAWAN,WP_OP_PENGUSAHA,JUMLAH_FPP,JUMLAH_AR,REALISASI_ANGGARAN,KEPATUHAN_SPT,CAPAIAN_PENERIMAAN,PERTUMBUHAN_PENERIMAAN,SP2DK_TERBIT,SP2DK_CAIR,PEMERIKSAAN_SELESAI
647,KPP Pratama Ponorogo,KANTOR WILAYAH DJP JAWA TIMUR II,649,7254,36644,19230,7,31,8697056805,100.89999999999999,138.17,35.02,2927,1790,424
648,KPP Pratama Tuban,KANTOR WILAYAH DJP JAWA TIMUR II,412,5931,38952,17825,7,26,7539083592,89.27000000000001,143.23,28.7,1295,849,331
649,KPP Pratama Jombang,KANTOR WILAYAH DJP JAWA TIMUR II,513,7653,52509,17145,7,26,8726850029,103.25,127.52,52.91,2020,1601,341
651,KPP Madya Malang,KANTOR WILAYAH DJP JAWA TIMUR III,1,1818,149,217,30,40,10176710578,99.94,103.82,-18.21,1465,1229,354
652,KPP Pratama Malang Utara,KANTOR WILAYAH DJP JAWA TIMUR III,102,5334,48449,10637,7,24,8310579588,100.94000000000001,115.13,11.7,731,1384,404
653,KPP Pratama Blitar,KANTOR WILAYAH DJP JAWA TIMUR III,575,7502,51034,24397,7,25,8832498336,102.44,117.13,26.92,3142,2410,421
654,KPP Pratama Kepanjen,KANTOR WILAYAH DJP JAWA TIMUR III,534,5368,34295,22883,7,25,7910508262,100.62,129.32,47.58,994,1342,300
655,KPP Pratama Pare,KANTOR WILAYAH DJP JAWA TIMUR III,1463,13565,56303,29493,7,36,9717999941,112.72,130.61,34.8,2838,2784,544
656,KPP Pratama Situbondo,KANTOR WILAYAH DJP JAWA TIMUR III,470,7101,41773,17857,7,28,9327612117,100.85,129.01,46.22,1028,1214,318
657,KPP Pratama Singosari,KANTOR WILAYAH DJP JAWA TIMUR III,278,5638,32437,14134,7,25,7628954932,75.63,116.84,18.66,1443,1283,226
701,KPP Pratama Pontianak Barat,KANTOR WILAYAH DJP KALIMANTAN BARAT,129,5227,35208,9511,14,25,9621295666,101.76,119.0,30.84,1379,1672,332
702,KPP Pratama Singkawang,KANTOR WILAYAH DJP KALIMANTAN BARAT,626,4600,44212,17855,6,26,10142074533,104.25,126.83,50.29,1011,814,260
703,KPP Pratama Ketapang,KANTOR WILAYAH DJP KALIMANTAN BARAT,557,3810,23127,14380,5,19,7445253988,101.71,111.52,20.72,1257,1265,278
704,KPP Pratama Kubu Raya,KANTOR WILAYAH DJP KALIMANTAN BARAT,391,6101,48402,21346,7,23,7941689629,100.44999999999999,111.33,22.61,963,1225,222
705,KPP Pratama Sanggau,KANTOR WILAYAH DJP KALIMANTAN BARAT,633,3335,29145,9474,5,24,9469721172,105.62,115.46,23.0,1631,1087,275
706,KPP Pratama Sintang,KANTOR WILAYAH DJP KALIMANTAN BARAT,1150,6716,43021,16136,5,23,10132433966,100.46,110.91,9.7,1119,2551,127
707,KPP Pratama Pontianak Timur,KANTOR WILAYAH DJP KALIMANTAN BARAT,243,6943,39145,16776,14,29,11632916520,93.51,138.39,64.47,1110,2326,335
711,KPP Pratama Palangkaraya,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,941,7201,51810,20601,13,28,13847679928,101.39,124.21,25.55,1346,813,443
712,KPP Pratama Sampit,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,626,5152,42057,23244,13,26,10696058493,102.66,132.05,32.93,1537,1220,203
713,KPP Pratama Pangkalanbun,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,421,4285,29050,14892,14,29,13682789193,101.69,116.97,18.14,1520,1672,306
714,KPP Pratama Muara Teweh,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,811,3658,34858,12746,5,21,9037648100,102.99000000000001,150.96,55.46,875,766,211
721,KPP Pratama Balikpapan Timur,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,126,10100,42091,11043,14,32,8581376580,89.59,172.17,85.88,1848,1487,576
722,KPP Pratama Samarinda Ilir,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,193,7707,34120,12258,14,33,10277955173,101.27999999999999,142.64,68.04,853,1191,364
723,KPP Pratama Tarakan,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,445,4683,40306,13905,7,21,9580299478,117.41999999999999,131.16,49.72,982,957,207
724,KPP Pratama Bontang,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,371,7530,51226,8710,13,39,10274407927,108.65,172.58,33.34,1499,1743,394
725,KPP Madya Balikpapan,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,1,2051,162,98,28,33,9168588120,100.0,136.4,127.1,1401,1246,295
726,KPP Pratama Penajam,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,654,4640,29415,12876,7,24,9211493990,101.78,163.08,43.73,283,526,223
727,KPP Pratama Tanjung Redeb,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,814,7376,49843,15691,12,31,12646302340,125.16000000000001,152.03,52.38,781,759,207
728,KPP Pratama Tenggarong,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,794,8220,50054,11878,14,40,11214369670,100.86,162.9,63.1,1027,1393,489
729,KPP Pratama Balikpapan Barat,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,111,5102,54347,10507,14,36,17043712642,101.05999999999999,144.02,87.94,979,839,294
731,KPP Pratama Banjarmasin,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,1034,9517,63085,17457,14,35,10520176569,106.1,130.77,38.34,1241,2074,518
732,KPP Pratama Banjarbaru,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,876,9309,50715,26813,14,36,11024486048,120.19,157.4,71.81,1041,1409,334
733,KPP Pratama Barabai,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,826,3216,40357,15023,6,22,8767374962,102.53000000000002,132.41,43.13,382,781,356
734,KPP Pratama Batulicin,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,592,4267,44870,10850,13,21,10217311696,107.08,149.44,78.41,2046,1476,427
735,KPP Pratama Tanjung,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,1079,2769,29920,5890,7,20,10058975114,102.58,131.69,23.68,726,797,397
737,KPP Madya Banjarmasin,KANTOR WILAYAH DJP KALIMANTAN SELATAN DAN TENGAH,2,1733,158,225,28,36,11415215092,100.0,118.0,65.62,1174,1128,355
741,KPP Pratama Samarinda Ulu,KANTOR WILAYAH DJP KALIMANTAN TIMUR DAN UTARA,229,9051,38822,10343,14,32,8849767213,100.96000000000001,163.82,82.63,1304,1128,570
801,KPP Pratama Makassar Utara,"KANTOR WILAYAH DJP SULSEL, BARAT DAN TENGGARA",191,7830,50328,14081,14,37,8017608947,103.91999999999999,125.28,70.67,2131,2238,477
802,KPP Pratama Parepare,"KANTOR WILAYAH DJP SULSEL, BARAT DAN TENGGARA",717,5635,35206,14919,6,28,11962958137,127.32000000000001,128.62,25.07,1373,1879,521
803,KPP Pratama Palopo,"KANTOR WILAYAH DJP SULSEL, BARAT DAN TENGGARA",1272,7838,62881,27400,6,38,12179838596,104.13,122.33,24.09,2819,2767,346
804,KPP Pratama Makassar Barat,"KANTOR WILAYAH DJP SULSEL, BARAT DAN TENGGARA",167,6144,43945,11420,14,35,8592480636,104.44,121.5,33.71,1934,1682,469
805,KPP Pratama Makassar Selatan,"KANTOR WILAYAH DJP SULSEL, BARAT DAN TENGGARA",214,11141,59743,13358,14,40,8472407242,105.61,120.98,28.44,3895,3920,652
